Channel,AuthorID,Author,Date,Content,Attachments,Reactions,sentiment
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-13 19:00:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1712784301303923027>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-14 04:39:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1712926318860382407>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-16 14:20:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1713796918558540217>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-16 16:02:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1713827116062490798>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-16 18:29:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1713857318830358785>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-16 20:36:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1713889109003981053>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-16 20:36:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1713889110220320885>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-17 14:20:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1714159304461201465>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-17 16:29:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1714189509443862835>",,,0.0
Ocean Protocol - GENERAL - 🐦︱tweets [1162327153128525914],159985870458322944,MEE6#4876,2023-10-17 18:06:00,"Surf's Up 🏄‍♂️ Ocean Protocol just dropped a tweet wave! Catch it here!
<https://twitter.com/oceanprotocol/status/1714219706968617008>",,,0.0
